Environment,Genotype,Group,Geno.GY_control,Geno.GY_test,Trial.GY_control,Trial.GY_test,Cov_DSI,SD_blue,SD_weight,PH_blue,PH_weight,NDVI_blue,NDVI_weight,GR_blue,GR_weight,GY_blue,GY_weight,TKW_blue,TKW_weight,TW_blue,TW_weight
2022 EL,KSTdGD80.361,WIL,0.5583,-0.7329,0.8366,-0.4662,0.9911,0.648,4.9462,0.9224,3.1952,-0.2967,7.9444,0.1931,7.7549,-0.7329,3.7277,1.1898,13.9528,-0.4076,21.2084
2022 EL,KSTdGD80.362,WIL,1.3542,-0.7204,0.8366,-0.4662,1.5925,0.5211,5.1085,-0.7187,3.2761,-0.4599,9.2903,-0.0305,8.3326,-0.7204,3.7411,-0.208,13.9974,-0.3199,23.3627
2022 EL,KSTdGD80.364,WIL,0.8972,-0.7096,0.8366,-0.4662,1.2334,-0.2707,4.9467,0.6478,3.2007,-0.4262,7.9443,-0.2539,7.7515,-0.7096,3.7294,-1.0812,13.958,0.6092,21.2086
2022 EL,KSTdGD80.365,WIL,0.8509,-0.7302,0.8366,-0.4662,1.2137,-0.1728,5.1081,-2.0122,3.2757,-1.2033,9.2903,-1.1106,8.3358,-0.7302,3.7558,0.7712,13.9899,-1.1705,23.3741
2022 EL,KSTdGD80.367,WIL,-0.7357,-1.2754,0.8366,-0.4662,0.4143,0.1047,5.1057,0.159,3.2629,-0.7203,9.2887,-0.7515,8.3234,-1.2754,3.7515,-2.0921,13.7279,-1.2095,21.7431
2022 EL,KSTdGD80.368,WIL,-0.1504,-1.5329,0.8366,-0.4662,1.0612,-1.0168,5.0998,-0.4154,3.2279,-1.6635,9.2878,-0.7889,8.3193,-1.5329,3.7387,2.7207,13.8986,-1.2019,23.3328
2022 EL,KSTdGD80.369,WIL,-0.2498,0.3871,0.8366,-0.4662,-0.4889,0.4743,3.971,-1.3845,3.0794,-0.0533,6.4977,0.3292,7.3774,0.3871,3.6977,-0.2584,13.6936,-0.718,19.8428
2022 EL,KSTdGD80.37,WIL,0.739,0.5518,0.8366,-0.4662,0.1437,-0.7111,8.5911,0.016,6.1603,-0.671,12.2812,-0.5007,14.1316,0.5518,7.3456,-1.4638,27.4067,0.8083,37.7471
2022 EL,KSTdGD80.370,WIL,-0.3559,-0.7654,0.8366,-0.4662,0.3143,-2.8184,3.8526,-1.3827,3.0725,-1.1134,6.1595,0.0208,7.2642,-0.7654,3.6964,0.9949,13.5772,-1.5537,19.6577
2022 EL,KSTdGD80.372,WIL,2.0251,0.3695,0.8366,-0.4662,1.2708,-0.6297,5.1017,0.2418,3.2475,-0.0906,9.2873,0.6427,8.3194,0.3695,3.7445,0.7167,13.9141,-0.366,23.3427
2022 EL,KSTdGD80.373,WIL,0.1134,0.002,0.8366,-0.4662,0.0855,-0.6429,3.9875,-0.9463,3.1323,-0.8317,7.2364,-0.5919,7.8554,0.002,3.7053,-0.1832,13.5986,-0.0269,21.758
2022 EL,KSTdGD80.38,WIL,-0.3629,0.3663,0.8366,-0.4662,-0.5597,-0.4739,10.2063,-1.2469,6.5264,-0.8526,18.5755,-0.431,16.6394,0.3663,7.4913,0.7386,27.9226,-0.3561,46.7044
2022 EL,KSTdGD80.39,WIL,0.4557,-0.7932,0.8366,-0.4662,0.9587,-0.3534,9.3329,-0.5283,6.3932,-0.5142,16.9386,-0.8664,16.2384,-0.7932,7.4619,-0.1915,27.3066,-0.7723,43.7241
2022 EL,KSTdGD80.4,WIL,0.8536,-0.2391,0.8366,-0.4662,0.8388,-0.4506,10.2072,0.3959,6.5236,-0.5444,18.577,-0.0874,16.6401,-0.2391,7.5026,0.1228,27.9103,0.693,46.6803
2022 EL,KSTdGD80.40,WIL,0.2216,-0.869,0.8366,-0.4662,0.8371,-2.1502,8.2472,0.6654,6.3027,-0.123,14.9467,0.6207,15.8079,-0.869,7.4597,1.0789,27.3696,-1.0086,43.7007
2022 EL,KSTdGD80.41,WIL,0.386,0.1083,0.8366,-0.4662,0.2132,-0.9588,9.9794,0.2093,6.4464,-0.7082,16.4147,0.1869,15.9209,0.1083,7.4421,-0.4698,27.9022,0.0399,43.8439
2022 EL,KSTdGD80.42,WIL,-2.2137,-1.1678,0.8366,-0.4662,-0.8028,0.5633,10.1775,-1.6532,6.5014,-2.1651,18.3487,-0.4564,16.6266,-1.1678,7.493,-0.3822,27.8872,-0.0056,46.5883
2022 EL,KSTdGD80.43,WIL,0.859,-0.2429,0.8366,-0.4662,0.8458,-0.8056,9.0753,-0.0616,6.4168,-0.3352,16.3017,-0.3737,16.1704,-0.2429,7.4759,-1.0851,27.638,0.1904,44.9417
2022 EL,KSTdGD80.44,WIL,0.1794,-0.6071,0.8366,-0.4662,0.6037,-0.1231,10.2106,0.9136,6.5213,0.7571,18.5801,0.1731,16.6651,-0.6071,7.5248,0.3726,27.9114,-0.8555,46.7553
2022 EL,KSTdGD80.45,WIL,0.4391,-0.6678,0.8366,-0.4662,0.8497,-1.0487,10.0293,0.9224,6.4341,-0.0521,16.8772,-0.4015,15.9686,-0.6678,7.4565,-0.028,27.8761,0.6851,44.1437
2022 EL,KSTdGD80.47,WIL,-0.1842,-0.9666,0.8366,-0.4662,0.6006,0.2023,10.0328,1.8281,6.4334,-0.4322,16.8822,-0.6703,15.9809,-0.9666,7.4619,-0.5017,27.911,-0.717,44.1161
2022 EL,KSTdGD80.48,WIL,0.3593,-0.0874,0.8366,-0.4662,0.3429,-0.1053,7.9344,0.3486,6.1459,-0.2233,12.3925,-0.7139,14.4777,-0.0874,7.374,0.1454,27.3046,0.311,39.0586
2022 EL,KSTdGD80.49,WIL,-0.0557,-0.3176,0.8366,-0.4662,0.201,-0.7485,10.0243,-0.5839,6.4155,0.2338,16.8752,0.0222,15.9468,-0.3176,7.4292,0.5353,27.8257,0.5197,44.0794
2022 EL,KSTdGD80.5,WIL,-0.1259,-1.0214,0.8366,-0.4662,0.6874,-1.2358,10.0537,-0.0436,6.4562,-0.6265,17.237,-0.0532,16.0947,-1.0214,7.4813,0.2614,27.744,1.0314,43.0859
2022 EL,KSTdGD80.54,WIL,-0.2161,-1.674,0.8366,-0.4662,1.1191,-0.0808,10.21,1.4767,6.5312,-0.6873,18.5778,-0.3363,16.6448,-1.674,7.4981,1.1086,27.9423,-0.6305,46.6761
2022 EL,KSTdGD80.55,WIL,1.5715,0.1547,0.8366,-0.4662,1.0875,-0.1497,9.0993,-1.8105,6.4118,-0.8834,16.5311,0.1006,16.2044,0.1547,7.4887,0.1423,27.6195,1.388,45.1281
2022 EL,KSTdGD80.56,WIL,0.7123,-0.0291,0.8366,-0.4662,0.5691,-0.7439,10.2011,-0.7808,6.5497,-0.5265,18.57,0.5737,16.6436,-0.0291,7.497,-0.3742,27.9453,-0.2777,46.5649
2022 EL,KSTdGD80.58,WIL,1.1103,-0.111,0.8366,-0.4662,0.9375,-0.5152,10.2138,-0.7738,6.5472,-1.3049,18.5795,-1.0199,16.6603,-0.111,7.5166,-1.0084,27.9564,0.4092,46.7395
2022 EL,KSTdGD80.59,WIL,0.3025,-0.0061,0.8366,-0.4662,0.2369,-0.6635,10.1895,0.1199,6.5393,0.0534,18.3561,0.1139,16.6581,-0.0061,7.5254,-0.7037,28.0078,-0.2349,46.6169
2022 EL,KSTdGD80.6,WIL,0.166,-0.8971,0.8366,-0.4662,0.816,-1.0332,9.1839,-0.1102,6.4213,-0.266,16.6659,-0.0452,16.2425,-0.8971,7.4821,-0.1529,27.2495,0.8044,42.1928
2022 EL,KSTdGD80.67,WIL,1.2958,-0.0376,0.8366,-0.4662,1.0235,-0.2603,10.1505,-0.0547,6.5347,-0.1726,18.0577,0.5743,16.6008,-0.0376,7.5033,-0.02,27.9285,0.9414,46.4379
2022 EL,KSTdGD80.68,WIL,0.4068,-0.685,0.8366,-0.4662,0.8381,0.0785,9.364,1.1239,6.406,-0.4389,17.0009,-0.6517,16.28,-0.685,7.4873,-1.155,27.7235,0.7722,45.262
2022 EL,KSTdGD80.69,WIL,0.3748,-0.9569,0.8366,-0.4662,1.0222,-0.8628,7.8067,-0.6854,6.2069,-0.6409,13.0445,-1.3538,14.973,-0.9569,7.4113,-1.6351,27.2188,-0.6954,40.9899
2022 EL,KSTdGD80.7,WIL,1.0838,0.2802,0.8366,-0.4662,0.6168,-0.5081,10.1836,1.8942,6.5282,-0.0641,18.3499,0.1132,16.6278,0.2802,7.5087,1.5659,27.9371,1.4786,46.5676
2022 EL,KSTdGD80.70,WIL,1.2279,0.7039,0.8366,-0.4662,0.4022,0.2763,10.2094,-0.2433,6.522,0.0422,18.5783,0.391,16.654,0.7039,7.4908,-1.2322,27.9115,0.5814,46.7272
2022 EL,KSTdGD80.71,WIL,-0.8804,-1.1448,0.8366,-0.4662,0.203,-0.6207,9.2021,-0.6602,6.3394,-1.1621,15.5671,0.0329,15.5544,-1.1448,7.4505,0.8701,27.6586,-0.6331,42.6972
2022 EL,KSTdGD80.72,WIL,-0.1229,-0.9094,0.8366,-0.4662,0.6037,0.0593,10.2077,-1.4384,6.5249,-0.9391,18.5775,0.1952,16.6532,-0.9094,7.5086,-1.0915,27.9361,-1.3471,46.7056
2022 EL,KSTdGD80.74,WIL,-0.7212,-0.3478,0.8366,-0.4662,-0.2866,0.854,10.2124,0.6724,6.5195,-0.0243,18.5823,-0.6698,16.6709,-0.3478,7.5223,-1.0964,27.9505,0.7152,46.7378
2022 EL,KSTdGD80.76,WIL,-0.121,-0.0898,0.8366,-0.4662,-0.0239,-1.0028,10.2101,-0.6053,6.5298,-0.0344,18.5776,-0.212,16.6576,-0.0898,7.4971,0.293,27.9273,-0.6883,46.7121
2022 EL,KSTdGD80.78,WIL,0.6495,0.728,0.8366,-0.4662,-0.0603,-0.0868,10.2114,-0.9228,6.5281,-0.7892,18.5784,-0.2177,16.6533,0.728,7.5048,-0.4375,27.942,0.6254,46.7041
2022 EL,KSTdGD80.79,WIL,-0.635,-0.78,0.8366,-0.4662,0.1113,-0.1434,10.1805,-0.9002,6.5181,-0.1641,18.2895,0.3808,16.6265,-0.78,7.5105,-0.785,27.9155,-0.2201,46.5535
2022 EL,KSTdGD80.8,WIL,-0.1529,-2.294,0.8366,-0.4662,1.6435,0.2908,10.0301,-0.8769,6.438,-2.2385,16.8764,-0.3364,15.9425,-2.294,7.4454,0.5253,27.8562,-1.0015,44.0379
2022 EL,KSTdGD80.80,WIL,0.5702,-0.3278,0.8366,-0.4662,0.6893,-1.1621,8.3549,0.1736,6.1839,-0.5369,14.2371,0.467,15.1396,-0.3278,7.4252,-0.287,27.3375,1.3874,41.2331
2022 EL,KSTdGD80.81,WIL,-0.207,-0.632,0.8366,-0.4662,0.3262,0.0594,10.2036,0.2524,6.5146,0.5068,18.5758,0.3574,16.6389,-0.632,7.4842,-0.1715,27.633,0.0922,45.2236
2022 EL,KSTdGD80.82,WIL,0.1956,-1.2201,0.8366,-0.4662,1.0867,0.0132,10.0318,-0.9801,6.4344,-1.6097,16.8798,0.2218,15.9628,-1.2201,7.4451,-0.1958,27.8884,-0.8181,44.1251
2022 EL,KSTdGD80.83,WIL,-0.2318,-0.6597,0.8366,-0.4662,0.3285,-0.175,10.0389,-1.7384,6.4557,-0.3783,16.8837,-0.5037,15.9923,-0.6597,7.4594,-1.3006,27.9094,-1.3737,44.1466
2022 EL,KSTdGD80.84,WIL,0.2706,-1.5216,0.8366,-0.4662,1.3757,-0.3226,10.2115,0.0654,6.535,-0.6613,18.58,-0.0951,16.668,-1.5216,7.5213,0.5436,27.9326,0.7348,46.7747
2022 EL,KSTdGD80.86,WIL,0.5443,0.8892,0.8366,-0.4662,-0.2647,-0.766,10.0213,-1.127,6.4611,-0.5751,16.9617,-0.8184,16.0539,0.8892,7.4746,-0.7603,27.9579,1.3713,44.3745
2022 EL,KSTdGD80.87,WIL,0.7033,-0.2288,0.8366,-0.4662,0.7155,-1.4018,9.1801,0.9144,6.3479,-1.1518,15.2944,-0.962,15.5572,-0.2288,7.42,1.4573,27.4105,1.6978,41.2191
2022 EL,KSTdGD80.89,WIL,1.3895,0.5031,0.8366,-0.4662,0.6804,-0.8225,10.2113,0.2943,6.529,-0.5956,18.5786,-0.4953,16.6479,0.5031,7.4947,-0.9241,27.9272,0.3932,46.6934
2022 EL,KSTdGD80.9,WIL,0.0404,-0.3176,0.8366,-0.4662,0.2748,-0.5668,9.1006,0.343,6.366,-1.1002,16.5369,-0.3477,16.2214,-0.3176,7.5007,0.4349,27.5936,-0.4099,45.1931
2022 EL,KSTdGD80.90,WIL,-0.0536,-0.5827,0.8366,-0.4662,0.4061,-0.4856,10.1764,-0.8078,6.4942,-0.7804,18.3072,-0.1172,16.6194,-0.5827,7.4973,-1.0225,27.8627,-1.1139,46.5652
2022 EL,KSTdGD80.93,WIL,0.5742,-0.0386,0.8366,-0.4662,0.4704,-0.835,9.8355,0.3035,6.3514,0.0101,15.2597,0.3484,15.3523,-0.0386,7.4132,-0.7252,27.8545,0.0305,41.7479
2022 EL,KSTdGD80.94,WIL,0.1585,-0.1649,0.8366,-0.4662,0.2482,-1.5184,10.1541,0.1754,6.523,-0.7083,17.9995,-0.914,16.6036,-0.1649,7.5069,-0.1157,27.9244,-0.7324,46.4062
2022 EL,KSTdGD80.95,WIL,0.1354,-0.898,0.8366,-0.4662,0.7932,-0.5728,10.1784,0.3383,6.504,-1.5803,18.2912,-0.6433,16.62,-0.898,7.4966,-0.4059,27.6568,-0.3786,46.5457
2022 EL,KSTdGD80.96,WIL,0.388,1.2769,0.8366,-0.4662,-0.6823,-0.018,10.1837,-0.3397,6.5396,0.1833,18.3491,-0.2931,16.6324,1.2769,7.5062,-1.049,27.9818,0.9184,46.4318
2022 EL,KSTdGD80.98,WIL,0.8815,0.6328,0.8366,-0.4662,0.1909,-0.577,10.2127,-0.157,6.5448,-0.2202,18.5787,0.5638,16.653,0.6328,7.4939,-0.0286,27.9557,0.6578,46.7155
2022 EL,KSTdGD80.99,WIL,0.2698,-0.8434,0.8366,-0.4662,0.8545,-0.2193,10.2074,0.5951,6.5229,-0.4452,18.577,0.0795,16.6406,-0.8434,7.4887,0.8747,27.8802,-0.5238,46.6991
2022 RL,Billings,Check,NA,NA,NA,NA,NA,0.6299,46.8891,0.1167,35.7067,0.222,226.5255,0.1949,290.6796,0.4942,50.6456,2.0031,89.2618,0.8589,93.1222
2022 RL,Joe,Check,NA,NA,NA,NA,NA,1.0249,46.9743,0.8222,35.9909,0.8349,238.4755,-0.8924,306.2786,0.6019,50.8693,-0.2597,89.7597,-0.8748,93.3795
2022 RL,KS061278M.4,Check,NA,NA,NA,NA,NA,0.3663,47.5887,0.1081,36.3485,0.5362,256.5264,0.177,322.2111,0.828,51.5514,-0.7901,89.6414,0.2975,93.3696
2022 RL,Showdown,Check,NA,NA,NA,NA,NA,0.4669,47.1527,0.6351,35.8586,0.5326,224.9263,-0.771,294.0806,1.0414,50.5751,0.8482,89.7418,-0.2444,93.2453
2022 RL,KSTdGD80.1,WIL,NA,NA,NA,NA,NA,-1.3877,4.7345,-1.2672,3.6438,-0.1941,24.8794,0.2101,31.409,-1.9602,5.1668,0.7995,9.0654,-1.9388,9.2687
2022 RL,KSTdGD80.10,WIL,NA,NA,NA,NA,NA,-0.5606,4.7455,0.022,3.6411,0.6855,24.2242,-0.1059,30.6719,0.3393,5.1736,-0.0599,9.0807,0.4327,9.3196
2022 RL,KSTdGD80.100,WIL,NA,NA,NA,NA,NA,-1.4863,4.73,0.6717,3.6391,0.3528,24.0922,0.0949,30.4824,0.0333,5.1498,-0.8702,9.0414,-1.0168,9.2687
2022 RL,KSTdGD80.101,WIL,NA,NA,NA,NA,NA,-1.3188,4.3506,0.0189,3.3114,0.2394,13.8362,-0.0676,21.3407,-0.5652,4.279,0.7859,8.5822,-1.2027,9.171
2022 RL,KSTdGD80.102,WIL,NA,NA,NA,NA,NA,0.3458,4.7114,-0.1762,3.5119,0.1009,21.5546,-1.0399,25.588,1.5384,5.0461,-0.2311,8.8409,0.6144,9.1402
2022 RL,KSTdGD80.103,WIL,NA,NA,NA,NA,NA,-1.7625,4.7551,-0.1675,3.6503,0.8478,24.8832,0.7826,31.4185,-0.2036,5.1877,0.1893,9.117,0.4028,9.3326
2022 RL,KSTdGD80.104,WIL,NA,NA,NA,NA,NA,0.4605,4.3826,-0.0048,3.4509,-0.1519,19.1144,0.2605,26.4643,0.4658,4.513,-1.6646,8.7555,-0.4745,9.3082
2022 RL,KSTdGD80.106,WIL,NA,NA,NA,NA,NA,0.6562,4.3348,2.0558,3.4282,0.635,15.5637,0.4037,25.0489,0.8764,4.3488,-1.0328,8.694,0.466,9.2648
2022 RL,KSTdGD80.107,WIL,NA,NA,NA,NA,NA,-1.5236,4.7144,1.4903,3.5061,1.4058,21.5664,0.8681,25.5855,-1.4871,5.0553,NA,NA,NA,NA
2022 RL,KSTdGD80.109,WIL,NA,NA,NA,NA,NA,-0.336,4.7417,0.3193,3.6362,0.4762,24.2235,0.1575,30.6682,0.1949,5.1713,-0.2495,9.0565,-0.4447,9.2862
2022 RL,KSTdGD80.11,WIL,NA,NA,NA,NA,NA,0.4316,4.3241,-0.1723,3.4271,0.6497,15.5557,-0.1128,25.0355,0.4438,4.3461,-0.227,8.655,0.161,9.2253
2022 RL,KSTdGD80.110,WIL,NA,NA,NA,NA,NA,-0.7557,4.7434,-0.3566,3.6441,0.06,24.8774,-0.619,31.4058,-0.4178,5.1621,0.1931,9.0865,1.4874,9.2974
2022 RL,KSTdGD80.111,WIL,NA,NA,NA,NA,NA,0.2463,4.7491,1.0133,3.65,0.5423,24.8815,0.1227,31.418,0.2779,5.1873,0.4412,9.1054,-0.4135,9.3386
2022 RL,KSTdGD80.113,WIL,NA,NA,NA,NA,NA,-0.5556,4.3352,-0.7962,3.4259,0.5115,15.5645,-0.4433,25.0492,-0.2702,4.3515,-0.3219,8.6924,0.0345,9.2499
2022 RL,KSTdGD80.114,WIL,NA,NA,NA,NA,NA,0.5817,4.7418,-0.0475,3.6438,-0.1376,24.8816,0.5968,31.4115,-0.7448,5.1815,-0.3876,9.067,-1.0903,9.3031
2022 RL,KSTdGD80.116,WIL,NA,NA,NA,NA,NA,-0.9437,4.7408,0.8578,3.6416,0.5637,24.8817,0.28,31.4079,-1.7088,5.183,1.0272,9.06,-3.2394,9.2724
2022 RL,KSTdGD80.118,WIL,NA,NA,NA,NA,NA,0.6993,4.7275,-0.9447,3.3964,-0.144,19.2303,0.6731,22.0665,-0.0961,4.9339,0.3228,8.4626,-0.0339,9.0336
2022 RL,KSTdGD80.119,WIL,NA,NA,NA,NA,NA,0.5543,4.7191,0.467,3.642,0.9513,24.8783,0.6079,31.4031,1.1899,5.1431,-0.613,9.0335,0.3851,9.2397
2022 RL,KSTdGD80.12,WIL,NA,NA,NA,NA,NA,1.1772,4.346,0.0999,3.3078,0.5723,13.8265,-0.8248,21.3322,-0.0375,4.2774,0.5261,8.569,-0.0508,9.1622
2022 RL,KSTdGD80.121,WIL,NA,NA,NA,NA,NA,1.2531,4.7422,0.9737,3.6419,-0.2327,24.8815,0.8548,31.406,-0.0085,5.1822,0.6,9.0661,-0.6257,9.2989
2022 RL,KSTdGD80.122,WIL,NA,NA,NA,NA,NA,1.291,4.3953,1.0152,3.4568,0.7379,19.119,-0.116,26.4767,1.6145,4.5302,-1.3845,8.7748,0.0468,9.3199
2022 RL,KSTdGD80.124,WIL,NA,NA,NA,NA,NA,0.6261,4.7465,1.3356,3.6452,-0.1929,24.8828,-0.936,31.4128,1.3541,5.1859,-0.2014,9.0841,1.6945,9.3158
2022 RL,KSTdGD80.125,WIL,NA,NA,NA,NA,NA,0.681,4.7388,0.6715,3.6466,0.667,24.8821,-0.4145,31.4074,2.3711,5.184,-0.3791,9.0553,0.6677,9.2824
2022 RL,KSTdGD80.126,WIL,NA,NA,NA,NA,NA,-0.5775,4.7404,0.6411,3.6484,0.7993,24.8784,-0.3066,31.4146,-0.5642,5.1683,0.5563,9.0959,0.7633,9.3225
2022 RL,KSTdGD80.127,WIL,NA,NA,NA,NA,NA,0.6669,4.7445,0.1314,3.5236,0.0374,22.0845,-0.127,26.7583,1.3769,5.0762,-0.2967,8.9225,0.2009,9.1707
2022 RL,KSTdGD80.128,WIL,NA,NA,NA,NA,NA,0.1573,4.7446,1.0065,3.6471,0.0236,24.8821,-0.1289,31.4153,0.3471,5.184,-0.8887,9.0858,-1.1238,9.3164
2022 RL,KSTdGD80.129,WIL,NA,NA,NA,NA,NA,0.1276,4.7388,-0.6346,3.6483,0.8706,24.8773,0.5438,31.4145,0.8704,5.1713,-0.1226,9.0898,0.4434,9.3234
2022 RL,KSTdGD80.13,WIL,NA,NA,NA,NA,NA,0.7495,4.7389,0.5525,3.6466,0.0598,24.8821,-0.3068,31.4076,1.0215,5.1842,-0.9875,9.0598,0.9049,9.2816
2022 RL,KSTdGD80.130,WIL,NA,NA,NA,NA,NA,0.6308,4.3383,1.6989,3.4283,0.4533,15.566,0.4814,25.0543,1.0632,4.353,-0.4645,8.6943,0.6234,9.2641
2022 RL,KSTdGD80.131,WIL,NA,NA,NA,NA,NA,-3.083,4.7396,0.2804,3.6407,0.4238,24.8802,0.0654,31.4072,-0.1817,5.1718,-0.6832,9.0708,0.7729,9.3095
2022 RL,KSTdGD80.132,WIL,NA,NA,NA,NA,NA,0.1396,4.7321,0.6098,3.6321,0.3126,23.8239,-0.4288,30.4513,0.8623,5.1448,0.5102,9.0434,-0.2028,9.2807
2022 RL,KSTdGD80.133,WIL,NA,NA,NA,NA,NA,0.4666,4.7418,0.9773,3.6322,0.8058,23.5522,0.2534,29.9221,0.6193,5.1561,1.0161,9.0518,0.5098,9.2997
2022 RL,KSTdGD80.134,WIL,NA,NA,NA,NA,NA,1.2993,4.7414,0.4914,3.6353,0.6398,24.2243,0.2811,30.6677,0.9604,5.1718,-1.7424,9.05,0.2805,9.2742
2022 RL,KSTdGD80.135,WIL,NA,NA,NA,NA,NA,0.4769,4.7498,-0.027,3.643,1.0745,24.2246,0.7496,30.6741,1.2137,5.1764,-1.5468,9.0952,0.7459,9.3308
2022 RL,KSTdGD80.137,WIL,NA,NA,NA,NA,NA,0.553,4.7427,0.0194,3.6437,0.0765,24.8816,-0.7519,31.4086,0.5126,5.1811,-1.1718,9.0729,-0.0697,9.3109
2022 RL,KSTdGD80.138,WIL,NA,NA,NA,NA,NA,-0.9803,4.7376,0.2192,3.645,0.6541,24.8797,0.3198,31.4097,0.2761,5.1681,1.1065,9.0774,-0.2559,9.2892
2022 RL,KSTdGD80.141,WIL,NA,NA,NA,NA,NA,0.4043,4.7376,0.2381,3.6462,-1.2725,24.8792,-0.0704,31.4128,-2.2432,5.1651,0.5015,9.0881,-1.6627,9.3055
2022 RL,KSTdGD80.142,WIL,NA,NA,NA,NA,NA,0.834,4.737,-0.0469,3.6435,1.0962,24.8796,1.046,31.4097,-0.0613,5.1677,0.1577,9.0842,-1.1335,9.3151
2022 RL,KSTdGD80.143,WIL,NA,NA,NA,NA,NA,0.8151,4.756,0.7259,3.6499,0.2976,24.8832,0.0998,31.4201,-2.1404,5.1884,1.38,9.1213,-0.0256,9.343
2022 RL,KSTdGD80.144,WIL,NA,NA,NA,NA,NA,-1.5392,4.749,0.2617,3.6492,0.3712,24.8809,0.1677,31.4175,-0.2427,5.1731,0.7552,9.1167,-1.5408,9.3311
2022 RL,KSTdGD80.147,WIL,NA,NA,NA,NA,NA,-0.2968,4.7364,0.1639,3.5148,1.1537,21.2702,0.8703,25.8125,0.6498,5.056,-0.0447,8.8821,0.0201,9.153
2022 RL,KSTdGD80.148,WIL,NA,NA,NA,NA,NA,0.1126,4.3926,0.3194,3.459,0.2041,19.1185,-0.2775,26.4783,1.1661,4.53,-0.8147,8.7736,0.8675,9.3184
2022 RL,KSTdGD80.149,WIL,NA,NA,NA,NA,NA,0.4959,4.7422,-0.1946,3.6429,0.9971,24.8773,-0.5935,31.4057,0.1619,5.1742,-0.5851,9.0715,-0.3179,9.3029
2022 RL,KSTdGD80.15,WIL,NA,NA,NA,NA,NA,2.1015,4.7312,-0.7653,3.6396,0.7768,24.8758,-0.3547,31.4018,0.5589,5.1595,0.3338,9.0482,0.0236,9.2569
2022 RL,KSTdGD80.150,WIL,NA,NA,NA,NA,NA,1.6842,4.7467,-0.2285,3.6478,0.136,24.8806,-0.4004,31.4143,-0.667,5.1706,-0.6398,9.1036,-0.7747,9.3169
2022 RL,KSTdGD80.151,WIL,NA,NA,NA,NA,NA,0.7768,4.7388,0.4384,3.6416,1.0873,24.22,0.2727,30.6731,0.6957,5.1575,0.8551,9.083,-0.0831,9.3202
2022 RL,KSTdGD80.153,WIL,NA,NA,NA,NA,NA,-2.6906,4.7492,-0.6234,3.6502,0.638,24.8809,0.0817,31.4178,-1.4793,5.1734,0.4654,9.1172,-3.2328,9.3322
2022 RL,KSTdGD80.154,WIL,NA,NA,NA,NA,NA,2.0491,4.7314,2.6209,3.641,0.3385,24.8759,-1.021,31.3994,-0.4558,5.1711,-0.5456,8.654,-0.4547,9.2455
2022 RL,KSTdGD80.155,WIL,NA,NA,NA,NA,NA,0.3539,4.7424,0.0121,3.6374,0.2422,24.2243,-0.8299,30.6675,0.1627,5.1739,0.3356,9.0572,0.8683,9.2945
2022 RL,KSTdGD80.156,WIL,NA,NA,NA,NA,NA,0.4543,4.7379,-0.9594,3.6389,0.4756,24.2181,0.0186,30.668,1.6041,5.1601,-0.6085,9.0727,1.9418,9.2995
2022 RL,KSTdGD80.157,WIL,NA,NA,NA,NA,NA,-0.724,4.7374,-1.186,3.6462,-0.3458,24.8815,0.1613,31.4071,0.3088,5.1808,-1.4508,9.058,0.5873,9.278
2022 RL,KSTdGD80.158,WIL,NA,NA,NA,NA,NA,0.5715,4.7383,0.2735,3.6404,-0.144,24.2228,-0.9148,30.6692,0.1616,5.1582,0.7378,9.0742,0.4437,9.2877
2022 RL,KSTdGD80.159,WIL,NA,NA,NA,NA,NA,1.3019,4.7496,0.2588,3.6509,0.3235,24.8822,0.2703,31.4197,0.8548,5.173,-0.8962,9.1205,0.2742,9.3359
2022 RL,KSTdGD80.16,WIL,NA,NA,NA,NA,NA,-0.5482,4.7329,-0.3393,3.6438,-0.2276,24.8799,0.7305,31.4057,0.2158,5.1707,0.93,9.0448,2.3252,9.2665
2022 RL,KSTdGD80.160,WIL,NA,NA,NA,NA,NA,-1.3428,4.743,-0.8275,3.6499,0.1943,24.8772,0.5865,31.4183,-0.3999,5.1581,0.7876,9.121,-1.4695,9.3311
2022 RL,KSTdGD80.161,WIL,NA,NA,NA,NA,NA,-2.2577,4.738,-0.403,3.6447,0.3489,24.8814,-0.5529,31.41,-0.062,5.1707,0.3796,8.753,-0.3535,9.2829
2022 RL,KSTdGD80.163,WIL,NA,NA,NA,NA,NA,-0.091,4.7257,0.2472,3.6407,1.0871,24.2163,0.1323,30.6643,1.7122,5.1417,-0.3908,9.0485,1.0478,9.2735
2022 RL,KSTdGD80.164,WIL,NA,NA,NA,NA,NA,0.6581,4.7323,1.5622,3.6495,0.4435,24.8763,0.1203,31.4166,0.5536,5.1547,-0.6805,9.0959,-0.0614,9.3232
2022 RL,KSTdGD80.166,WIL,NA,NA,NA,NA,NA,0.3918,4.7113,0.0551,3.645,0.5098,24.8761,0.4063,31.4103,0.8969,5.0991,-0.7581,9.0734,0.2671,9.2776
2022 RL,KSTdGD80.169,WIL,NA,NA,NA,NA,NA,-2.0353,4.7352,-0.4755,3.6431,0.401,24.8816,0.6499,31.4054,0.1675,5.1819,1.4149,9.0245,1.6913,9.2614
2022 RL,KSTdGD80.170,WIL,NA,NA,NA,NA,NA,0.405,4.3399,-0.3185,3.3271,-0.3985,16.6019,-0.3013,21.582,-1.0908,4.3961,1.7633,8.5222,-1.2655,9.1438
